seller_item_name,price,Predicted,Confidence
تارجو 750 مجم اقراص2شريط/س ج,188.0,821,1.00
سويتال 100 قرص,60.0,2799,1.00
كارنفيتا فورت 30 قرص * س ج,177.0,293,1.00
لارى برو  اقراص سعر جديد,44.0,980,1.00
دالاسين سى 300اقراص -فايزر,78.5,219,1.00
اكس تينشن 150 اقراص سعر ,72.0,2296,1.00
تلفاست 180 مجم 2 شريط/س ج,105.0,193,1.00
ديجينورم شراب,39.0,4398,1.00
توسيفان-ان 125مل شراب س.ج #^,34.0,1754,1.00
كوبال اف 30ق 3شريط-س.ج,54.0,436,1.00
فيدروب نقط سعر جديد ,26.0,130,1.00
كال بريج 30قرص,65.0,1651,1.00
دولسيل 6مجم 30قرص كبير,66.0,2450,1.00
سيلدافا ج ,91.5,179,1.00
تورسيرتيك 5مجم اقراص,42.0,3562,1.00
ازموراب40مجم14ك س جديد,138.0,143,1.00
باى بروفينيد 150 - 20قرص**,37.0,230,1.00
ديورجوى 60 مجم 3 قرص ,59.5,660,1.00
سبانيلا 35 ام ار 30 قرص,39.0,1603,1.00
ارث فرى 30قرص 261جنيه,261.0,366,1.00
تريب جولد كبسول نرهادو,120.0,1278,1.00
بيوفيت 12ديبو 2امبول سعر جديد,19.0,415,1.00
دورميفال كبسول30جنيه,30.0,3329,1.00
تيراتام اكس ار500قرص,148.0,1218,1.00
الليربان شراب,21.0,2429,1.00
يوريكونترول اقراص,18.0,3501,1.00
سيكودال 3 م  س ج,198.0,3640,1.00
تاروليمس مرهم 15جم,129.0,1022,1.00
شاى رويال ريجيم كبير,45.0,1304,1.00
مونوماك 40 اقراص,19.25,2876,1.00
ميزوسيبت 1 امبول**,23.5,771,1.00
ديسبركام 10 اقراص,8.6,5877,1.00
افوصويا 30 كبسولة جديد,350.0,1594,1.00
سويتال50كيس احترس,85.0,670,1.00
املوديبين10م اقراص,32.0,4244,1.00
الكابريس 10/160مجم بلس 20ق,76.0,3373,1.00
كارنفيتا فورت 3 شريط س ج,177.0,293,1.00
جليبتس بلس 50\1000 اقراص,192.0,116,1.00
ايراستابكس40بلس اقراص,96.0,457,1.00
فيرسيرك 16 مجم 30ق س ج,87.0,1383,1.00
دوفالاك 200 مجم شراب,87.0,369,1.00
نيتروماك ريتارد 2.5مجم 60ك,96.0,333,1.00
زيستريل 20مجم اقراص,52.0,2374,1.00
فاستل 180 2 شريط,54.0,3752,1.00
دولسيل 2 مجم/س ج,36.0,3667,1.00
دايجينورم شراب س.ق,39.0,4398,1.00
نيوروباتكس اقراص/69جنيه,134.0,712,1.00
بروتوفكس40مجم/14قرص ,80.0,247,1.00
دوزين 1مجم اقراص ايبيكو,14.0,4403,1.00
اوميز 20 مجم  14 كبسولة ,56.0,84,1.00
ديكساميثازون امبول العامريه36جنيه,36.0,58,1.00
ال-كارنيتين كبسول ميباكو,72.0,666,1.00
ELBAVIT SYRUP IRON 60 ML,27.0,1474,1.00
كروميوم 200مج 20قرص .ض  ,40.0,4115,1.00
اوفيوسيديك (فيوسيسالمك),18.0,2355,1.00
ديفلوستيرو قطرة,45.0,2104,1.00
تامسولين بلاس اقراص,148.0,1031,1.00
يوريكنترول 2 مج 10 قرص18ج,18.0,3501,1.00
كيتولاك امبول س ج,60.0,152,1.00
كاردورا 1مجم اقراص,58.5,2529,1.00
جوسبرين اقراص,81.0,583,1.00
سايميدل* شراب,50.0,1279,1.00
ال كارنيتين شراب س.ج,70.0,1191,1.00
ناتريليكس اس ار اقراص(س ج ,55.0,454,1.00
لازيكس امبول جديد,24.0,1084,1.00
دوكسيرازول 60 مجم 14 كبسولة**,72.75,775,1.00
دانست 8 مجم 3 امبوله,142.5,257,1.00
كليوباترا كريم,26.0,1808,1.00
تاريفيد اقراص,82.0,1225,1.00
التراكايين جيل 30جم كبير جديييد**,31.0,1434,1.00
بانتولوك20 - 14 قرص,44.0,1257,1.00
دوكسيرازول60مجم ,72.75,775,1.00
املوديبين 5مجم اقر اص,43.5,6833,1.00
فلاجيل 500مجم 20قرص جديد,23.0,229,1.00
ميجافين اقراص30قرص كبيرر,39.0,1941,1.00
بيفاتريسين سبراى س ج,83.0,65,1.00
اوبلكس شراب=15ج,31.0,101,1.00
تريتاس كومب 2 شريط/افنتس,89.0,1505,1.00
نورجسك اقراص12.5ج,26.0,1028,1.00
فنتال كومب بخاخة  س جديد,56.0,198,1.00
ايزيس نعناع 12 فلتر ,17.5,8931,1.00
داونوبرازول 20مجم اقراااص ,74.0,1701,1.00
دوفالاك شراب مستورد,87.0,369,1.00
فيروجلوبين 30 كبسول,150.0,15,1.00
تريتاس 5مجم اقراص,57.0,854,1.00
اوريكس 60 مل اسبراى س قديم,68.0,2750,1.00
ريفاروسبير20 مجم 28 قرص - زاليرتو,364.0,371,1.00
ابيكوتيل اقرص سعر جديد,28.5,2155,1.00
ابل لايت 30قرص سعر جديد,21.0,3797,1.00
بيتولفكس  امبولات سعر جديد,64.0,117,1.00
اتورستات 10مجم 14قرص,40.0,3689,1.00
ليفوهيستام شراب 120 مل,39.0,1615,1.00
جينوكونازول 0.4% كريم مهبلى,23.5,3680,1.00
اماريل 2 مجم 30 قرص س ج*,55.5,503,1.00
ديباكين  شرب س ج,36.5,2121,1.00
كوبال اف ق سعر.54,54.0,436,1.00
اميبريد 50مج30ق س ج/الاندلس,81.0,533,1.00
موزابريد 2.5 مجم اقراص,23.0,5590,1.00
فورتيموكس 0.5% قطرة10مل س ج/اوركيديا,44.0,1243,1.00
اليكوس 5مجم اقراص,406.0,146,1.00
اولفن امبول,39.0,1182,1.00
جراليبنتين 300مجم اكس ار 30قرص,135.0,2285,1.00
فيسرالجين 20 قرص  س.ج,42.0,622,1.00
هاى فريش جديد,75.0,277,1.00
اوميز  20مجم كبسول,56.0,84,1.00
كولوفيرين دى اقراص سعر51,105.0,121,1.00
ديورجوى 60 مجم3 قرص,59.5,660,1.00
توسيستوب شراب 100 مل**,32.5,1720,1.00
بيوفيت ب 12 امبول ,19.0,415,1.00
فلورست اقراص سعر12,20.0,708,1.00
ميزوسيبت 1 امبول ,23.5,771,1.00
لاكرتيرز قطره ,49.0,1889,1.00
داونوبرازول 20مجم اقراص,74.0,1701,1.00
بيبون بلس ق س ج,100.0,514,1.00
فيلدافورمين 50/1000 مجم ,138.0,1003,1.00
ليفانيك 500مجم 7 ق/ المهن63ج,63.0,1707,1.00
تلفاست 180 مجم 20 قرص**,105.0,193,1.00
جابى ماش 300مجم اقراص جديد,85.5,334,1.00
جليبتس 50/850مجم بلس ,192.0,481,1.00
اندرال 10 -- 50 قرص,40.0,1036,1.00
الفانوفا قطرة,42.0,1261,1.00
نورفاسك 5مجم 3 شريط س-ج *,123.0,500,1.00
موزابريد 2.5 اقراص س ق,23.0,5590,1.00
ابيكسيدون 3مجم اقراص ,126.0,Unknown,0.54
ديفلوستيرو قطره,45.0,2104,1.00
فوربيدوس كبسول س ج ,334.0,370,1.00
اماريل 3مجم -30قرص**,61.5,252,1.00
جليبتس بلس1000/50مجم 30 ق س.ج,192.0,116,1.00
اكساميد 5 مجم / س - ج,48.0,1448,1.00
دينستين كبسول سعر جديد ,96.0,3369,1.00
فيرسيرك16 قديم س87جنيه,87.0,1383,1.00
نازوكورت* بخاخ/س ج,151.0,414,1.00
جولد كلنسر دش سعر 75 ج,75.0,420,1.00
مودريتك    30 قــــــــــــــــــرص,15.0,2575,1.00
فاستل 180اقراص 3شريط س.ج,54.0,3752,1.00
شاى رويال ريجيم كبير,45.0,1304,1.00
نكسى كيور40 جديد,152.0,242,1.00
سيتال 60 ملل 250مجم شراب باكت20,31.0,249,1.00
دالاسين سى 300مجم كبسول**,78.5,219,1.00
اولفن امبول -المهن ,39.0,1182,1.00
املوديبين 5 مجم 30 قرص,43.5,6833,1.00
بليتال 100مجم 20قرص س جديد,144.0,992,1.00
جراليبنتين 300مجم اقراص س ج,135.0,2285,1.00
ريكوكسيبرايت90مجم30قرص,297.0,132,1.00
اولفنت شراب ,34.0,169,1.00
ال - كارنيتين 20 كبسولة / ميباكو,72.0,666,1.00
لوبريفيسك نقط,32.0,1757,1.00
اتور 40مجم* اقراص/س ج,80.0,399,1.00
افازير قطره,20.0,4700,1.00
*الليربان شراب ,21.0,2429,1.00
الوكيتا دى اس شامبو 250مل,199.0,3183,1.00
اريك 100 مجم 3شريط سعر جديد,100.5,26,1.00
لازيلاكتون 50مجم (هام)0 اقراص,67.5,950,1.00
توبمود 50مج 30ق س ج/دلتا فارم##,17.5,4957,1.00
فوليك اسيد 500 ميباكو 20ق,20.0,1601,1.00
دانست 8ملي 3امبوله  ,142.5,257,1.00
سيردالود 2 مجم 2 شريط ,54.0,1296,1.00
فياجرا 50مجم 4قرصصص س.ج*,78.0,383,1.00
اوريكس 60مل اسبراى مطهر للفم,68.0,2750,1.00
دولفين12.5 لبوس2شريط,36.0,692,1.00
زيثروماكس600 شراب,61.0,668,1.00
ديسبركام10اقرص,8.6,5877,1.00
تامسولين بلس,148.0,1031,1.00
ستروبانتين كريم,50.0,4368,1.00
دانتريلاكس مركب كبسول (هام)0,153.0,924,1.00
التيازيم 4 شريط,46.0,2006,1.00
تيبونينا فورت 20قرص س جديد,90.0,733,1.00
دولسيل 1مجم اقراص,27.0,4750,1.00
ال كارنيتين كبسول ميباكو,72.0,666,1.00
ماريفان 3 مجم اقراص,36.0,2375,1.00
انتى كوكس 15مجم 2شريط س جديد,73.5,1367,1.00
سويتال سكر50 كيس,85.0,670,1.00
ماكسيكال  د   شراب,48.0,3480,1.00
سيلفستر  20 كبسوله,150.0,2068,1.00
بنادول اكستراسعر جديد,54.0,10,1.00
ريفاروسبير 10 ملى 20قرص جديد,254.0,60,1.00
ديمرا اقراص سعر34.5,70.0,111,1.00
روتاسى 20 قرص,19.0,1540,1.00
البافيت كالسيوم 60مل شراب س.ج,26.0,2517,1.00
اليير 5مجم 20قرص**,52.0,3832,1.00
جليبتس 50/1000 مجم بلس(س ج,192.0,116,1.00
دوكسيرازول 60مجم اقراص,72.75,775,1.00
برافوتين 14 كيس سعر جديد انتبه,150.0,71,1.00
برونشيكم شراب س ج,49.0,160,1.00
جراليبنتين 300 مجم,135.0,2285,1.00
جاتيستار 5مللى س ج ,45.0,2488,1.00
اكستنشن 300 مجم بلس,108.0,1494,1.00
اوميز 10مج 14كبسوله,40.0,2628,1.00
تورسيرتيك 10 مجم 30قرص**,93.0,1317,1.00
التيازيم اقراص ,46.0,2006,1.00
بريستافلام ق,70.0,596,1.00
تريتاس كومب سعر جدييييد,89.0,1505,1.00
كال بريج كبسول,65.0,1651,1.00
جويبوكس60مجم6قرص س.ج,106.0,353,1.00
تيراتام500اكس ار 148جنيه,148.0,1218,1.00
حمض فوليك ميباكو,20.0,1601,1.00
ار اكس 50جم كريم س جديد,75.0,8771,1.00
ستاركوبركس 5 مم 30قرص,252.0,234,1.00
فيرسيرك16مجم 87 جنيه,87.0,1383,1.00
جويبوكس 60مجم 6 قرص**,106.0,353,1.00
التيازيم اقراص,46.0,2006,1.00
كانزارتان 300 مجم 30 قرص جديد,109.5,4887,1.00
دورميفال كبسول,30.0,3329,1.00
فورتيموكس قطرة عين بلس س ج,39.0,1834,1.00
دياسيرين كبسول س جديد,115.5,417,1.00
الير اقراص للحساسيه/انترناشيونال* س جديد,52.0,3832,1.00
نورفاسك 5  3 شريط س ج,123.0,500,1.00
فلاجيلات فورت ش س ج,32.0,1666,1.00
ديبوفيت 5امبول سعر جديد,85.0,22,1.00
سالبوفنت شراب,16.5,3114,1.00
تلفاست شراب قدييييييم,50.0,237,1.00
زيرتك شراب ,32.5,557,1.00
بينوكس نقط سعر جديد 15ج,23.0,2082,1.00
بيبون عادي 35 ق سعر ج,35.0,4102,1.00
بولى فريش اكسترا محلول نقط 105ج,150.0,9390,1.00
البيندازول ق س/ج,46.0,4139,1.00
ريفارست بلس غسول 250م س ق,75.0,1414,1.00
انتوبرال 40مل    ,87.0,222,1.00
توب مود 30كبسول/الدلتا س ج,17.5,4957,1.00
فوميبريك ق,66.0,1092,1.00
اندرال 10 مجم20%,40.0,1036,1.00
لاسيكس 20مجم 3 امبول س ج,24.0,1084,1.00
ماكسيلاز شراب 100 مل,57.0,137,1.00
انتوبرال40 مجم 14 قرص  س.ج,87.0,222,1.00
مايوديورا 10مجم 3شريط,69.0,4623,1.00
زيستريل 20 مجم  -  10 قرص,52.0,2374,1.00
دياميكرون 30ام ار 30قرص # ,60.0,845,1.00
نورفاسك 5 مجم 3 شريط,123.0,500,1.00
روتاسى 60 ق س ج/القاهرة,19.0,1540,1.00
بانتولوك 20مجم اقراص,44.0,1257,1.00
اوركادوكسالين قطره س.ج,17.5,941,1.00
جينوكونازول 0.4% كريم مهبلى س ج,23.5,3680,1.00
بينوكس            نقــــــــــط,23.0,2082,1.00
انافرانيل 75مجم 2شريط,75.0,279,1.00
دانتريلاكس مركب 3 شريط  ,153.0,924,1.00
كونفنتين 300 مجم س.ج,114.0,36,1.00
بيونال 30 كبسول س جديد,192.0,1525,1.00
سيرتيد ديسكس 250بخاخ جديد,257.0,478,1.00
لى فلوكس750 ق س ج/الفرعونية,101.0,1764,1.00
ماريفان 3مجم ,36.0,2375,1.00
بروتوفكس40مجم اقراص ,80.0,247,1.00
تلفاست شراب32ج,50.0,237,1.00
شوجارلو 1000/50,136.5,1469,1.00
جينوكونازول 8م كريم /ابيكس,31.0,1778,1.00
ايمباكوزا 25 ملجم اقراص,240.0,1471,1.00
فلدين امبول 3 امبوله*س جديد,31.5,1649,1.00
فاسكولار 20قرص,18.0,2811,1.00
كوليروز 20 ج 79ج,132.0,614,1.00
اماريل ام 30 قرص جديد,73.5,346,1.00
نورموتيرز قطرة,17.5,1017,1.00
كارنيفيتا فورت 3شرائط س ج,177.0,293,1.00
نورجيسيك اقراص,26.0,1028,1.00
اديمكس اقراص,18.0,3683,1.00
كلوزابكس 25مجم 5شريط,50.0,1816,1.00
تلفاست 180مجم 2 شريط,105.0,193,1.00
تادانيرفي 20مجم,90.0,1885,1.00
جاروبرايد 50 مجم اقراص***,63.0,1905,1.00
فياجرا 100مجم اقراص سعر قديم,144.0,105,1.00
اميلو  5 مجم 30 قرص صص,54.0,3544,1.00
اندرال 10 -- 50 قرص,40.0,1036,1.00
ايليكوكس5مجم اقراص,406.0,146,1.00
اميبريد 50 مجم اقراص,81.0,533,1.00
ماريفان  3 مجم اقراص سعر جديد,36.0,2375,1.00
جينوزول كريم/فاركو,38.0,1334,1.00
روسيتور20 مجم اقراص,58.0,1385,1.00
انتوبرال 20مجم 14 قرص ,61.0,1538,1.00
ثيوتاسيد 300 مركب 30قرص س جديد,168.0,1064,1.00
باوريكتا 4 قرص س ج,58.0,330,1.00
دوكسرازول 60 مجم س ج,72.75,Unknown,0.61
اتوريزا 40/10مجم28 قرص ,210.0,936,1.00
كلوزابكس  25مجم اقراص جديد,50.0,1816,1.00
اوميز 40 2 شريط,130.0,144,1.00
داونستيرولين 40/10 مجم28 قرص,120.0,2453,1.00
امبيزيم  ج 30قرص,102.0,48,1.00
ديكساميثازون المهن حقن,65.0,90,1.00
كروميوم كبسول س.ج,40.0,4115,1.00
الليربان شراب,21.0,2429,1.00
فيلدافورمين 50/1000 اقراص,138.0,1003,1.00
يوريكونترول 2 مجم 10 أقراص,18.0,3501,1.00
اوريكس بخاخ,68.0,2750,1.00
فلاجيلات فورت شراب100مل,32.0,1666,1.00
فليكتور 50اقراص س ج,87.0,446,1.00
ليفانيك 500 /// 7 اقراص,63.0,1707,1.00
ال كارنيتين بلس اقراص,116.0,1452,1.00
اتور 20 مجم جديييييد,59.0,319,1.00
الليربان اس ار اقراص,24.0,2106,1.00
دوليبران1000  مجرام15قرص نوفالدول,48.0,184,1.00
استوهالت** كبسول,56.5,1322,1.00
بانادول اكسترا سعر قديييم34ج,54.0,10,1.00
تريتاس 1.25 مجم س جديد,44.0,1479,1.00
دلتافيت ب 12  اقراص س.ج,75.0,294,1.00
كولونا اقراص ,69.0,175,1.00
دولسيل 4 مجم كبسول س ج/المهن,51.0,3132,1.00
اوتريفين نقط اطفال جديييد,24.0,513,1.00
تارجوفلوكسين 750مجم --- 10 قرص جديد,188.0,821,1.00
نوستامين قطره,15.0,1303,1.00
دلتافيت ب 12 ك,75.0,294,1.00
التراكايين جيل سعر ج,31.0,1434,1.00
بكتي برو شرب ,29.5,2986,1.00
الجازال كريم ,46.0,1563,1.00
برونتوجيست امبول  ,240.0,543,1.00
كوردارون اقراص/س ج,48.0,1260,1.00
دولسيل  4  مجم,51.0,3132,1.00
اندرال   40 مجـــم   50 قـــــرص,55.0,1457,1.00
زيستريل 20 - 10ق,52.0,2374,1.00
تيراتام 500 اس ار110ج,148.0,1218,1.00
بيبرا 20مجم 14قرص س جديد,103.0,291,1.00
اكساميد 5 مجم 3 شريط سعر جديد ,48.0,1448,1.00
ثرومبكس جيل 52.5ج,52.5,998,1.00
سينوبريل كو 3شريط ,105.0,1420,1.00
جينوزول كريم  س جديد,38.0,1334,1.00
لاسيكس 40مجم 24قرص,20.0,1705,1.00
برونكوبرو* نقط/س ج,19.5,3181,1.00
توبمـــــود 50م كبســـول ج ج ج,17.5,4957,1.00
دولفين 25 لبوس 2شريط ,38.0,505,1.00
تارجوفلوكسين 750 مجم 10ق سعر 80ج,188.0,821,1.00
فلدين 20مج 10ق سريع الذوبان س ج/فايزر,28.0,2662,1.00
تيبونينافورت اقراص ,90.0,733,1.00
شاى ريجيـــــــم  رويال  كبير,45.0,1304,1.00
اتاكاند 16مجم 14قرص س ج,116.0,843,1.00
ارثروفاست 150مجم 14قرص**,83.0,359,1.00
اميولانت  كبسول,30.0,3021,1.00
فورتيموكس بلس قطرة س ج ج,39.0,1834,1.00
دوروفين كبسول س-ج,153.0,87,1.00
فليكسونيز  بخاخه س ق,90.0,593,1.00
ارث فرى 20 مجم 30قرص س ج,261.0,366,1.00
تريتاس 1.25 /2شريط اقراص س ق,44.0,1479,1.00
باوريكتا 20 مجم 4 قرص جديد,58.0,330,1.00
الفانوفا قطره س.ج,42.0,1261,1.00
اندرال 40 مجم اقراص,55.0,1457,1.00
ايزوبتن 240جم ريتارد س.ج,97.5,1394,1.00
برافوتين 30 كيس ,290.0,95,1.00
روسيتور 10مجم 14قرص س ج *,41.0,1446,1.00
دوكسيرازول30مجم 14كبسول ,44.25,2629,1.00
ريسباتيو 20مجم 20 قرص,94.0,2520,1.00
ميلجا4شريط كبير,108.0,4,1.00
مونوماك 40مجم 20قرص س ج,19.25,2876,1.00
تلفاست 180جم 2شريط,105.0,193,1.00
دوكسيرازول30مجم 14كبسول ,44.25,2629,1.00
ديجست ايزي كبسول س 34,94.0,1955,1.00
لازيلاكتون 100مجم 30قرص س ج,100.5,1626,1.00
ابيكسيدون ش,60.0,2482,1.00
اوفيوسيدك قطرة,18.0,2355,1.00
موبيتيل 3 امبول,39.0,1484,1.00
جليبتس بلاس 50/1000 مجم,192.0,116,1.00
اوستيو كير شراب جديد,65.0,585,1.00
دوروفين 30ك س ج/ميديزن لــ ليبيتس ,153.0,87,1.00
جاروبرايد اقراص ,63.0,1905,1.00
اتورستات20مجم اقراص,64.0,2350,1.00
دوجماتيل فورت كبسول,26.0,2441,1.00
افوصويا  كبسول سعر 120 ج,350.0,1594,1.00
جابتين300(3شريط)*0,126.0,202,1.00
اوكاربون اقراص57ج ,84.0,250,1.00
تيبونينا فورت  اقراص,90.0,733,1.00
دولسيل 6مجم اقراص 30 قرص س.ج 66,66.0,2450,1.00
ستيرونات نور 20ق س ج**,56.0,812,1.00
كولونا 30 قرص جديد,69.0,175,1.00
فليكتور 50مجم 30كبسول س جديد,87.0,446,1.00
تومكس بلس 50 ق,60.0,4331,1.00
زيرتك شراب س0ج,32.5,557,1.00
سيتابرونكس  20 مج س ج,78.0,4322,1.00
توريستريتك 100ملى سعر جدييد اقراص,195.0,1326,1.00
كاندلكان4مج,40.0,3516,1.00
ايراستابكس كو 5/40  اقراص,108.0,1269,1.00
كروميوم ميباكو 20ك,40.0,4115,1.00
اوكتوفنت س ار 4 اقراص,12.0,3770,1.00
تاروليمس مرهم 15جم**,129.0,1022,1.00
كريستوليب10مجم,108.0,1055,1.00
جليكودال اقرص س.ق,57.0,1517,1.00
اوبلكس شراب 15جنيه,31.0,101,1.00
ويست اير 4 مجم اكياس ,70.0,4188,1.00
التراكايين جيل جديد,31.0,1434,1.00
تريتاس بروتكت 2شريط افنتس,101.0,2250,1.00
ديلاترول 25 مجم 3شريط ,52.5,1904,1.00
انكونت ق 91.5 جـ,91.5,2078,1.00
دولسيل 1ملجم -3شريط,27.0,4750,1.00
سوفيناسين 10مل  ,122.0,1335,1.00
سى فيت س.ج,19.5,4881,1.00
بيتاسيرك 16 س ج,219.0,372,1.00
افيل 6 امبول  قديم,39.0,338,1.00
بون كير 1مكجم30 كبسول,132.0,938,1.00
اميجراويست2.5مجم/4اقراص,39.0,3098,1.00
سيلدافا ق,91.5,179,1.00
ابيكسيدون 4مجم اقراص**,126.0,Unknown,0.54
اتور40مجم ,80.0,399,1.00
ستار كوبريكس 5 مجم,252.0,234,1.00
دلتافيت ب 12 اقرص,75.0,294,1.00
كتافاست اكياس,72.0,46,1.00
ليفوهستام شراب س ج,39.0,1615,1.00
تاروليمس مرهم س ج,129.0,1022,1.00
سويتال75كيس 1 معلقه,85.0,1844,1.00
ريمواكـس نقط السعر الجديد,24.0,2506,1.00
دولسيل 3مج 30قرص,40.5,2793,1.00
افيفا فاسك10/160مجم اقراص قديم,140.0,1402,1.00
انتوبرال 40مجم 14قرص,87.0,222,1.00
جابيماش 300سعر جديد58.5,85.5,334,1.00
اميجران اقراص 30 قرص س.ج,63.0,624,1.00
فلدين 3 امبول**,31.5,1649,1.00
ديبروساليك مرهم س.ج,13.0,2610,1.00
باى الكوفان اقراص 3 شريط  81 ج جديد,81.0,28,1.00
ستاركوبريكيس5مجم 30قرص #,252.0,234,1.00
برافوتين اكياس 14 كيس س ج,150.0,71,1.00
بلافيكس 75مجم 28قرص يفتح عند الاستلام,311.0,5,1.00
كلوفاتيل س ج,63.0,427,1.00
اتور 10مجم اقراص-سعرجديد,33.0,639,1.00
كلوفاتيل  ق  - سعر 31.5 ج,63.0,427,1.00
برافوتين صغير 14 كيس س ج,150.0,71,1.00
تادانرفى 20 مجم لزقه,90.0,1885,1.00
فلاجيل 500 اقراص جديد 23ج,23.0,229,1.00
اميلو 5 مجم***,54.0,3544,1.00
سويتال 1 جم 75 كيس,85.0,1844,1.00
ابيكسدون 3 مجم اقراص,126.0,Unknown,0.67
انتوبرال 20 مجم 14 قرص,61.0,1538,1.00
براديبيكت 7.5 مجم 28 قرص,176.0,2414,1.00
تافانيك     500 مجــم اقـــراص,134.0,73,1.00
موزابريد 5مجم 3 شريط,91.5,1312,1.00
لوبريفسك قطره س ج 17,32.0,1757,1.00
اليفو 5مجم 20قرص,52.0,4213,1.00
ماء غريب (بامبينو) شراب 120مل س ج/سيجما,75.0,2279,1.00
ديكلونتريم  75مجم اس ار20قرص # ,38.0,1837,1.00
ازجوفانس 40مج,47.5,2510,1.00
بولى فريش اكسترا ,150.0,9390,1.00
انتى كوكس امبول,78.0,747,1.00
دوجماتيل  فورت كبسول س ج,26.0,2441,1.00
فورموهال كبسول -كيميى فارم,151.0,1746,1.00
فاسكولار 20قرص**,18.0,2811,1.00
موزابريد 2.5 مجم* اقراص01,23.0,5590,1.00
فاستافلام اقراص,36.0,642,1.00
امبيزيم 3 شريط سعر جديد ركزز,102.0,48,1.00
اندرال 10مجم اقراص,40.0,1036,1.00
دياميكرون 30 ام ار 30قرص س جديد,60.0,845,1.00
بينوكس نقط,23.0,2082,1.00
ليليبل10م اقراص جديد,120.0,1884,1.00
تلفاست120مجم اقراص,76.0,313,1.00
فينتال مركب بخاخة جديييد,56.0,198,1.00
ديكسافلوكس قطرة سعر جديد,37.0,1255,1.00
جستيكول 20مجم اقراص,80.0,477,1.00
فيافاج 100مجم اقراص**,55.0,3545,1.00
جستيكول 20مجم 14 قرص ,80.0,477,1.00
تلفاست 120جم اقراص س ج,76.0,313,1.00
فاسكولار 20 قرص س 022,18.0,2811,1.00
دولسيل 6 مجم 30قرص كبير,66.0,2450,1.00
كلوباترا كريم ,26.0,1808,1.00
اوفيوسيدك نقط,18.0,2355,1.00
اماجلوست 30/2 مجم 30 قرص س ج,67.5,2956,1.00
ميوفين ك3شريط/ايفا,54.0,428,1.00
اوميز 40,130.0,144,1.00
اولفينت شراب سعر جديد,34.0,169,1.00
جليسرين فاركو اقماع للرضع,7.0,1721,1.00
اوندالينز 4 مجم/ف,160.0,1051,1.00
اوتريفين بيبى سالين س.ق,13.0,762,1.00
بيفاتراسين اسبراى س جديييد,83.0,65,1.00
نوستامين قطرة س ج,15.0,1303,1.00
اللير 5مجم اقراص,52.0,3832,1.00
ميوفين كبسول3شريط ,54.0,428,1.00
ديمرا/20قرص ,70.0,111,1.00
بانادول اكسترا ,54.0,10,1.00
ابيمول اقراص/جلاكسو,13.0,1771,1.00
رجكور 10مجم 10قرص,16.0,3475,1.00
تريفستال ريتارد 30قرص,47.5,2321,1.00
باى الكوفان 3شريط-ك-س.ج,81.0,28,1.00
ايمباكوزا 10 مجم اقراص,240.0,1240,1.00
افيفاسك 10/160 مجم 28 ق,140.0,1402,1.00
ديبافالى50مم عادى اقراص,116.0,3198,1.00
فليكتور كبسول,87.0,446,1.00
دولفين 12.5 لبوس 222شريط,36.0,692,1.00
نوستامين  قطرة,15.0,1303,1.00
انفرانيل 25 مجم 30 ق,45.0,1348,1.00
اوتريفين سالين / س ج,13.0,762,1.00
كالدين سى كبسول س.ج,73.0,1413,1.00
ثرومبكس جيل 40 جم,52.5,998,1.00
لازيلاكتون50مجم س ج,67.5,950,1.00
نيورباتكس اقراص اتوس,134.0,712,1.00
الجازال كريم,46.0,1563,1.00
سويتال 100 قرص,60.0,2799,1.00
انافرونيل  75 اس ار,75.0,279,1.00
نيوروفيت 30قرص س ,102.0,45,1.00
زيرتيك نقط,27.5,900,1.00
ستاركوبريكس5مجم,252.0,234,1.00
اليفو5 مجم 2شريط,52.0,4213,1.00
اوكاربون اقراص / س ج,84.0,250,1.00
فلدين 20 مجم 10 اقراص فوارة,28.0,2662,1.00
ال كارنيتين 20كبسوله س.ج,72.0,666,1.00
فوار فروت 6كيس س ج,24.0,94,1.00
بروتوفيكس  40 مجم سعر جديييييد,80.0,247,1.00
كلوفاتيل اقراص,63.0,427,1.00
اتاكند 16 عادى اقراص,116.0,843,1.00
سبانيلا 30قرص,39.0,1603,1.00
فيرسيرك 16مج 30ق س ج/كيميفارم,87.0,1383,1.00
سويتال 100 قرص,60.0,2799,1.00
رومارين  امبولات س/ج,27.0,2080,1.00
كاندلكان 4 مجم اقراص,40.0,3516,1.00
لازيلاكتون 100مج 30قرص ,100.5,1626,1.00
تاريفيد 200مجم 10قرص**,82.0,1225,1.00
سويتال 100 قرص,60.0,2799,1.00
كريستوليب 10 مجم اقراص,108.0,1055,1.00
افاصويا 30 ك  ,350.0,1594,1.00
اماريل2مم 3شريط,55.5,503,1.00
موزابرايد 2.5 مجم 10 قرص س جديد,23.0,5590,1.00
تراى بى 6 امبول جديد,44.0,1181,1.00
باوريكتا اقراص ,58.0,330,1.00
دانسيت 4 ملى حقن,82.5,209,1.00
اتور 20 سعر جديد,59.0,319,1.00
بيسكالدين 300 س.ج,375.0,297,1.00
بريستافلام اقراص 70ج,70.0,596,1.00
سيتراك شراب,25.5,5591,1.00
ريفاروسبير10مجم/20قرص,254.0,60,1.00
سيتال شرب سعر 11.5 ,31.0,249,1.00
اتاكاند 8مجم 14 قرص سعر جديد=,83.0,874,1.00
ماء غريب بامبينو ,75.0,2279,1.00
